employee_id,first_name,last_name,email,phone_number,department,position,hire_date,base_salary,bonus,currency,annual_leave_balance,sick_leave_balance,performance_rating,review_period,last_review_date,password_hash,last_login
101,Joshua,Cox,anthony30@hotmail.com,(566)781-0819x357,IT,Engineer,07/07/2015,87783.78,5596.58,EGP,6,10,3.36,Q2 2024,04/01/2024,8bfb25798fb2a5864756f31c96381b50bfa48a0bb65aedf08e02eb87c2ac15a8,02/02/2024 0:13
102,Robert,Duarte,ruben42@hotmail.com,040.884.4863,Finance,Engineer,26/07/2019,37710.58,7313.52,EGP,13,2,1.77,Q3 2024,18/07/2024,73bbba0e9e986513ea404324381500b8c3d86c648805c7cf4d31cd6aa8451bdf,29/03/2024 10:07
103,Toni,Pugh,lewisdouglas@williams.com,173-347-0015x13052,Marketing,Engineer,09/08/2020,50390.97,8327.7,EUR,5,12,2.83,Q3 2024,07/08/2024,0c96df4a55ba169b9a27f67e0f0475d4737cd864c2df26922b7583165b411b36,03/06/2024 22:26
104,Ronald,Morton,pattersondustin@hotmail.com,(410)413-7981x08083,HR,Executive,05/11/2019,108192.18,3825.62,EGP,9,7,3.88,Q1 2024,07/04/2024,6dd8f611bcf717e23fd1a2901ac0506474f6cfe2640c156f44c65a51c8307f7b,12/09/2024 1:03
105,Sheila,Barker,ikemp@johnson.info,001-234-404-2884x157,Sales,Analyst,08/09/2019,46210.19,5399.03,USD,8,5,2.12,Q4 2023,27/01/2024,51d3c0d84b8bf40c1a7b13c005ac934dbdcdff02ab9c6ceaa913e1d0d9f1bafe,12/06/2024 1:34
106,Nathan,Rose,alexandria53@yang.com,717-010-9607x7148,HR,Coordinator,06/06/2016,30414.45,6436.71,USD,5,10,4.2,Q2 2024,12/02/2024,efd51c6150ab48e3cab7030343ef13980b87010986f2a3068f6be63413dc3964,04/05/2024 0:33
107,Martha,Leblanc,andrew68@gmail.com,+1-038-993-2970x698,IT,Executive,04/11/2022,74040.13,4400.58,EUR,25,12,3.88,Q4 2023,30/08/2024,fa8bff8a1dd6ab0216edd5ddb9df432cc9b18f79a102a785879d9423cbd045ad,16/08/2024 21:09
108,Abigail,Hawkins,cartercorey@hotmail.com,001-329-727-1004x00269,HR,Engineer,23/11/2020,106749.08,6459.3,EUR,13,5,1.91,Q3 2024,03/10/2024,9f5501ecf5e1b829ea2e5e16f4640d8fca091c8f40af0316252dde2a047447c6,10/08/2024 21:10
109,Michael,Woods,jeromecarter@lee-gonzalez.com,(046)789-9398x108,HR,Executive,14/01/2015,56286.65,6566.53,EUR,12,0,4.41,Q4 2023,04/02/2024,446ad8a64d31559ec41121cfc121d2c560ed739776379b127a30908a6f6c57c3,12/02/2024 23:55
110,Kelly,Jones,bscott@gmail.com,949-892-9759x457,Sales,Coordinator,01/08/2017,101967.17,1529.63,EUR,26,9,1.26,Q1 2024,22/07/2024,beead568bdee3de989c2dac961ae007cfd5bfaf1e96befcc3db298885d1a4683,28/03/2024 10:34
111,Brian,Cohen,danielhunt@delacruz-brewer.com,083.911.5535x591,Sales,Analyst,11/11/2023,115065.24,1120.38,EGP,4,10,3.93,Q2 2024,01/03/2024,62ece765ed8d4fca154a8b4fec8d9dcc153af2c0645f6e11e235df6f2dacd316,29/07/2024 14:16
112,Andre,Watkins,colleen34@gmail.com,-2574,Finance,Manager,02/09/2023,67292.93,9280.88,EGP,2,1,1.4,Q4 2023,10/03/2024,4ccf7dc0417110141f59fd69a88fef4f3a1147ce5ff41cb52ee82d3c7389fd23,29/04/2024 23:09
113,Robin,Singh,wayne69@yahoo.com,6573370030,Finance,Manager,03/04/2023,105399.73,2148.56,EGP,19,12,4.69,Q3 2024,10/01/2024,6cebbe320a8d2cb49278fe6621c440feebaf7ad17f67d8a6d298e58f5980e1c3,30/09/2024 11:24
114,Charles,Brown,anthonyhoward@whitaker-williams.com,044.485.9081,Marketing,Analyst,13/06/2015,99331.91,3444.36,EUR,0,7,4.21,Q3 2024,01/07/2024,62e95d51fd6cf77d962e3f88a01ea26d3b2986c6a8988983285f2fb28a2c8ca8,20/08/2024 18:55
115,David,Carpenter,roykelly@gmail.com,884-262-4224x4067,Finance,Executive,08/02/2021,66640.91,5047.36,EGP,9,10,3.33,Q1 2024,13/02/2024,4bccc103143834c61f42ba921c48ce87e7eaf716742f81fccf0e618e7b3a545d,28/09/2024 2:11
116,Sandra,George,larry99@young-byrd.com,6665082311,IT,Coordinator,25/12/2018,65307.24,9645.14,EUR,12,12,1.82,Q2 2024,19/04/2024,a74b08dbd7db0af9f7ae601a03ccf7e542a00cdb7105344c99d321cb40c88913,02/09/2024 19:13
117,William,Lucas,nelsoncynthia@long.com,-3307,HR,Executive,14/02/2024,100323.67,5042.57,USD,22,6,1.95,Q2 2024,12/06/2024,353d3d6ee668c5a8ee2ffe3bf97ba422d6d9a48f12a6289173fe8149325a10ba,28/04/2024 0:36
118,Ronald,Hernandez,christopherdaniels@stevens-thomas.net,001-778-514-1942x0579,IT,Engineer,27/09/2018,67339.36,8154.43,USD,23,14,3.11,Q2 2024,08/07/2024,f915e54fa6ea57eaa5506f80ac5f74c0c2d2dee9d9af33d7d4b3156b148723a1,17/08/2024 8:30
119,Justin,Hodges,sarah69@hotmail.com,461-335-0888x348,IT,Analyst,21/10/2018,84159.15,6739.41,EGP,7,12,2.34,Q2 2024,27/05/2024,95e8bf9fb5d81ace258b6cc7d84c77023394b7f159d07e294bfa0bce7787fd7f,13/01/2024 7:44
120,Susan,Welch,johnjohnson@hotmail.com,930.752.2341,Finance,Analyst,06/04/2022,117084.3,7546.82,EUR,1,9,2.19,Q2 2024,20/04/2024,9ab70e9ec11694bdbdd65982d32562dd1ab11ea65a745691d8ae58f6d4f771cd,08/09/2024 19:13
121,Michael,Mitchell,imarquez@miles.info,(175)560-6092x21099,Sales,Manager,25/01/2016,42127.74,6566.62,USD,28,1,1.91,Q3 2024,21/04/2024,b2318992f591a15dcefbeaf81a86786b7638a87776b984b485f89cdad9293c58,04/10/2024 8:38
122,David,Jones,madelinethompson@gibson-taylor.org,+1-817-427-8437x38794,Marketing,Engineer,04/04/2021,103009.65,6122.61,EGP,25,10,2.35,Q3 2024,25/08/2024,ce709eb78fd7652d742447481387a155cf9ee68d0923c67f4951f7b74d5e7c75,07/08/2024 8:55
123,Matthew,Simmons,peter49@yahoo.com,001-073-035-2023x029,HR,Executive,09/07/2024,42423.6,4307.71,EGP,4,14,3.81,Q3 2024,09/03/2024,e92d6912b4fb982b0e027c20f819fdd1741f6c430945adac4a5854357efb167d,09/03/2024 1:57
124,Michael,Pollard,lorrainelong@lawson.info,+1-344-524-0788x214,Sales,Executive,27/11/2020,94017.17,6821.04,USD,11,11,3.7,Q3 2024,20/06/2024,f703cd18de304ed64ba27f80895d1fa219d9fc5b6703d94c2b212e60c65074a5,20/01/2024 11:59
125,Justin,Evans,jeremiahford@mccall.biz,+1-062-823-0266x539,HR,Manager,02/11/2015,65688.96,3145.97,USD,18,11,4.9,Q3 2024,12/07/2024,8b6c63d22669af7fbd199cf28630a92035fde6d85e7cea1b555e1d46a5622942,23/02/2024 1:43
126,Charles,Mitchell,crystalcruz@hotmail.com,001-608-119-0372x794,HR,Manager,27/10/2023,111863.14,8941.96,EUR,11,12,4.81,Q4 2023,19/01/2024,ff6332c36bda0730993f9403d75d8913c168587e5ce480ec162276443cc58189,29/09/2024 21:01
127,Kevin,Jenkins,mariemartin@mcdaniel-osborn.org,(507)853-2729x279,HR,Executive,31/08/2018,96511.61,6040.1,USD,4,1,1.41,Q3 2024,04/10/2024,33c8e30331680b11d4dc262575c6e6b18ee16947d91ff7694b2d9c918f8be45d,14/06/2024 9:14
128,Patrick,Holmes,donaldpearson@sanders.info,201.796.2014,Finance,Manager,13/02/2016,108080.03,9624.64,USD,3,0,3.99,Q2 2024,07/05/2024,6375ff8f34b50a2f15115115e412c2ae9f4de0b08eb0da8486a59f7a22f4be5c,21/05/2024 13:02
129,Paul,Lee,phelpssarah@alvarez.org,+1-518-884-9318x547,Marketing,Coordinator,16/05/2020,73488.83,2170,EGP,20,6,3.9,Q1 2024,30/05/2024,fc30281a57afd49a40c9b800467f9dffee16826a14c13ff92d6f0acb5f2e09b9,27/06/2024 12:51
130,Michael,Wood,ttaylor@smith.info,231-676-2050,HR,Analyst,05/01/2020,40236.81,2924.19,EGP,27,13,2.74,Q1 2024,04/07/2024,a7acbf4c6e5f3eb644f5f00647c0a7a76d2f5bf074ea3347ea4aabe586f50c40,03/08/2024 4:20
131,Roger,Johnston,julia74@lewis.com,308.431.9840,Finance,Engineer,01/11/2015,56066.24,7072.67,EUR,15,1,1.37,Q2 2024,27/09/2024,4dbfbc562231dd37d8ff0615dfa52d126069bc419bf6a7b9f22c43faed0d6106,13/01/2024 13:03
132,Debra,Kent,calvin41@cochran.com,001-233-830-9570,Sales,Executive,24/09/2024,108542.54,3275.08,EGP,18,4,4.2,Q4 2023,30/06/2024,b428d5d705f44fa92c9058a86c22c2fe3ed809eb84220c5cf922c17551392b55,04/02/2024 20:49
133,Thomas,Chung,fisheramy@ramos-farrell.biz,+1-814-650-8023x0885,HR,Coordinator,02/04/2015,77531.85,7981.34,USD,14,8,4.37,Q4 2023,16/08/2024,e221f2f947194d89ab1adfe1f83e0f477d6eebb832966f2ef8fe70385f4c4db9,04/06/2024 6:50
134,Eric,Johnson,seanharper@gmail.com,459-389-9275x09545,HR,Executive,03/06/2017,110450.37,6561.91,EGP,8,3,2.24,Q3 2024,11/04/2024,54904c609ebefb205e2aad488b0cf6d3cfc722e306f7b121cbb04334cd71645a,23/02/2024 2:52
135,Adam,Santiago,brianna21@yahoo.com,852-117-2707x872,IT,Analyst,26/02/2018,43013.37,3918.23,EUR,26,1,2.17,Q3 2024,22/07/2024,fb9ac4ff79aa2b65c9338d69b6b41c4c8bc4c9127068774433612c67f917ff1e,28/08/2024 19:02
136,Isaiah,Ho,lodonnell@hernandez-hunter.com,216.766.1247x9201,Finance,Engineer,19/05/2020,113716.35,3438.93,EUR,13,5,4.2,Q2 2024,26/09/2024,719ca300fe73ef95528ed8387862cd702e4660e43389029ae63c9eea4d511bf1,06/05/2024 2:59
137,Richard,Bush,charlesvance@keller-buchanan.org,001-029-509-9308x0656,HR,Coordinator,24/10/2020,114524.64,6422.45,EUR,18,3,1.09,Q4 2023,16/09/2024,8bb5e954cdfce4f708ded3aa56e8d6903598cded993fa2c7d8847de7f1f488ae,24/05/2024 6:28
138,Colleen,Gonzalez,shanejones@wiley.com,412.518.7307x5293,Finance,Executive,09/07/2017,99076.17,7371.41,USD,11,11,4.22,Q1 2024,23/03/2024,81b12c16122f7836867722d81329f17aba6832ba233e5b9315b1b2d8d4b40bf2,10/06/2024 0:05
139,Jacqueline,Bryant,lwright@yahoo.com,754-159-1408,Marketing,Manager,29/01/2018,47787.68,2231,USD,14,7,3.16,Q3 2024,29/04/2024,df2efb132ce9b78d8dd14c0f17d0edf50f05a4c4261d0da363043a796099632e,14/04/2024 10:16
140,Barbara,Brown,joseph03@washington.com,+1-756-664-9562x66456,Sales,Coordinator,05/12/2021,117626.36,3084.87,EUR,22,11,1,Q2 2024,21/06/2024,c5cbd7ac39ec9c28dea46af8ea4193067ecec852add41675abccfa99a75078fe,26/06/2024 22:09
141,Joshua,Curtis,ghamilton@jones.net,373-674-0189,Finance,Analyst,02/04/2018,109481.33,9464.56,USD,0,2,1.69,Q2 2024,16/08/2024,19d2168ddd841cb41e2e972674ea9e7e505e99fea819df122c32ecc3e20450d5,24/05/2024 10:52
142,Christine,Reynolds,cisneroslaura@ramirez.com,4082507000,IT,Manager,01/02/2015,48911.72,1939.64,EUR,4,13,4.33,Q1 2024,12/01/2024,18405346e7f9247074d66917a9336b80cf1252910086a6d3d90b7ae7f9fce31f,02/09/2024 10:42
143,Dana,Pierce,lgreen@gmail.com,001-336-315-2044x26004,Finance,Executive,29/12/2021,86314.3,4058.41,USD,15,6,2.65,Q4 2023,04/02/2024,22395f385c769b8beb0dafca64510852f54ae06d954f3d2c3b93899dda2a224d,14/02/2024 4:43
144,Kevin,Rivers,ureynolds@hotmail.com,800-206-5688x78046,HR,Coordinator,29/06/2021,81428.6,9045.06,EGP,16,11,4.56,Q4 2023,19/05/2024,3cb94f92164193f43871adbedd2a3078012e41e05bc3c7a719353c6797008098,06/08/2024 3:22
145,Heather,Clark,atkinsadam@gmail.com,001-194-763-4487x190,Marketing,Executive,19/08/2018,67414.2,9020.74,USD,24,13,4.79,Q2 2024,02/07/2024,2867dc664658593f07bfec2d7d8f4747bd4525cb70cf08b28074e26c3859ccd2,16/06/2024 14:50
146,Cody,Mack,christopher44@gmail.com,844.276.9184x9259,IT,Analyst,05/12/2015,73111.13,2631.78,USD,20,15,2.24,Q4 2023,04/01/2024,3191b3cf4eaa6ca198a81858dff538a8c4e4f5bdf935e41f1f981218db6bdd5b,01/01/2024 17:20
147,Heather,Lawrence,grose@kemp-smith.info,001-034-687-5727x3200,HR,Coordinator,07/08/2016,97724.91,7432.68,EGP,13,15,4.4,Q1 2024,31/03/2024,2865ec11a81ed79bb059ceb4e0c9c5251edb475564f9838a64da53dc8b05a053,21/08/2024 6:34
148,John,Clark,leviharris@gmail.com,001-731-813-7302x15126,IT,Manager,21/07/2016,31374.31,1906.45,EUR,15,0,1.95,Q3 2024,16/04/2024,7ac65325aaa0ee85280fed758c350d11a0a2c391666ebc7068b166cd252ff4aa,11/08/2024 1:53
149,Sheri,Holmes,david78@osborne-frederick.com,(308)594-7045x57306,Marketing,Engineer,21/07/2019,99818.9,3608.15,EGP,14,5,1.01,Q2 2024,04/03/2024,0855571863c1380a5e3e942c50987af9ab543827091c06094f89fadc6d338cbc,29/01/2024 6:40
150,John,Howard,kim64@hotmail.com,832-206-3340,Marketing,Coordinator,07/03/2022,68431.26,6786.98,EGP,15,11,3.08,Q2 2024,02/01/2024,1492e85f919c1bb3fcb3149bea90702be2440a2345788497ae2e6490b410e19e,26/06/2024 16:56
151,William,Kerr,catherine26@crawford-bowen.com,-5864,Marketing,Coordinator,29/10/2021,110109.2,1445.34,EGP,11,6,3.05,Q1 2024,14/07/2024,845eb5b8820d08d9306d800b18c92e9009cbd5fb3a9e2a4e8d2f16256872be37,05/09/2024 10:25
152,Lisa,Moore,jonbennett@yahoo.com,001-463-740-4458x2111,HR,Engineer,29/03/2020,46166.97,7880.67,EUR,17,15,2.94,Q4 2023,26/08/2024,c24de6b65cfd34e6514534699b0f3e35dd9f3e0d149b4b7d569b3d13d97ea5cb,15/07/2024 9:07
153,Linda,Lopez,ronald65@gmail.com,959-225-6975x8052,Marketing,Analyst,25/08/2019,30496.89,6786.44,USD,14,7,1.07,Q2 2024,03/07/2024,9ba4802f3c07278f00e1b6356fb2e3cff7a014ea290a2fd272909d5df3a17554,25/06/2024 10:11
154,Joshua,Higgins,jhunt@gmail.com,001-425-120-3520,Finance,Executive,12/04/2018,94455.68,6940.96,USD,4,15,2.33,Q3 2024,11/02/2024,c8f32888b9bfd6ae3edf8b9a4bd498e3c9a24fe6d740d0c5c25d0a5693ad22dc,07/01/2024 13:38
155,Amy,Coleman,colleen08@yahoo.com,958.862.4343,Marketing,Coordinator,21/11/2018,75115.22,1978.16,USD,21,15,2.87,Q3 2024,11/05/2024,fca275c550034775901fdbfee0bc4a1cd93b818023c2d508c7474ad742f493bc,12/02/2024 3:36
156,Joseph,Sheppard,maria28@smith.info,345-306-7702x6582,Finance,Manager,15/01/2021,58005.05,4229.35,USD,2,11,1.53,Q4 2023,11/02/2024,6c4c142cde18693e2fc0eb8a5a0c8253820cf73d00d33d0e3381781b6de3ae3a,24/06/2024 6:01
157,Timothy,Price,krystal59@olson.com,347.257.3111,IT,Manager,29/07/2015,97830.69,6563.4,USD,14,14,2.26,Q4 2023,03/08/2024,ef77b5a9bcd74a5c33583139e11d14e1eaaa910ec429ef8936f3a9db4ba0e132,25/04/2024 16:45
158,Robin,Dawson,benjamin08@curry.com,(227)554-4216x6285,HR,Analyst,14/07/2015,54452.46,7180.21,EUR,29,14,4.68,Q1 2024,12/05/2024,f9b0afc7b3335d354d6e00e7b7b7528efc66982108900d936170f10e69329601,27/08/2024 7:53
159,Dakota,Barrett,rebecca62@gmail.com,047-814-3365,Marketing,Manager,04/07/2018,43830.99,3783.73,EUR,23,1,4.79,Q3 2024,10/04/2024,d75041262328d4ea55f91a3deef37e1888c80439734031994eebd177aa29c7e0,08/02/2024 13:41
160,Patricia,Harrison,donald92@charles.com,(178)448-0291,HR,Analyst,17/12/2022,42663.45,6188.33,USD,11,10,3.04,Q3 2024,14/07/2024,519b21146d7ee8713fb0c99dc6331fde6e3d6e23b14022aab9ccc9642ee7d18d,02/02/2024 15:20
161,Monica,Watson,thomas06@murray-hunter.com,001-644-138-9948x7320,IT,Analyst,12/02/2021,80206.45,2728.5,USD,9,5,1.16,Q4 2023,06/02/2024,806c924ad61e0affe5589657fd85aa732092ae3ecaae7c15571122ac0d0873af,27/05/2024 0:01
162,Cindy,Kelly,davidjenkins@page-hanson.org,037.226.9973x79659,IT,Engineer,22/04/2024,87560.39,8989.4,EGP,1,3,3.65,Q3 2024,29/01/2024,275e7d8fc89e837ac20ec544b5572ff4ca123d5d386c5763283663770698ca54,19/09/2024 17:23
163,Megan,Harris,kimberly28@aguilar-martin.com,001-008-979-9827,HR,Analyst,07/09/2018,116270.91,1624.09,EGP,4,6,1.8,Q1 2024,12/05/2024,771e2bc63d9df1c1972dd9e82a4e44412525fb7b3fcfc6d7a9ec886390d2a0b1,05/09/2024 13:24
164,Lauren,Guzman,melaniepetty@henderson-ali.com,208-887-7804x7120,Sales,Coordinator,01/08/2020,115202.94,2297.63,EGP,8,9,4.86,Q2 2024,21/09/2024,dd5b1dc4b1b3682101bcb285ccd4196c289138ba899dc715fda7ee3b19aa1c5d,21/03/2024 11:41
165,John,Rodriguez,hannarussell@hotmail.com,-3899,HR,Manager,27/12/2015,38552.89,2319.74,EUR,11,10,3.55,Q1 2024,30/04/2024,892f9a37276147f76862880cbcb0826d510cefc1a22beb761cfd1d6e125d46b3,20/07/2024 8:24
166,Carrie,Lang,timothy87@anderson.com,001-778-646-0817x3396,IT,Executive,09/02/2022,96521.96,2555.56,EGP,11,3,1.74,Q4 2023,13/04/2024,1da770afc582593163ab32bbc5ae5b7ec276b907ea380377eb0badf320076482,19/02/2024 19:52
167,Tammy,Briggs,oalexander@yahoo.com,573-568-7035x52550,Sales,Executive,22/10/2023,42252.25,9431.55,USD,9,11,4.69,Q2 2024,24/02/2024,36c82161ed4af3d2a977126bb694d40532385c3a10b74a8d138931d4cabbf8ed,05/02/2024 2:35
168,Billy,Beck,perkinseric@yahoo.com,+1-034-439-4397x0693,Finance,Executive,13/06/2016,97166.32,5973.61,USD,11,8,1.84,Q3 2024,30/08/2024,db98b312d2b1b27f1a1dd9c3dbbc5af6e43ec0cf32c75b79a774b49617af2953,03/07/2024 3:25
169,Michael,Powell,kevinmoore@vang.biz,(928)596-1582,HR,Engineer,19/02/2015,112198.93,8165.78,EUR,8,14,3.61,Q3 2024,11/04/2024,3660d56ea488b02941ab5dd360ba96b8406ba9b5cc2ce4ca4e7ea11d42af1439,24/08/2024 16:41
170,Ray,Leon,olivia91@hotmail.com,662.152.5212x6504,IT,Engineer,25/09/2020,61858.26,9914.26,EGP,11,5,4.06,Q2 2024,03/05/2024,2e7c66f72fd06a9e57fa85441149030c1ea5869969601641cafd7ee00a319ac0,23/04/2024 3:50
171,Shawn,Harrington,nicoleturner@hotmail.com,794.827.9809x40465,HR,Analyst,29/10/2016,70878.28,2635.86,USD,18,12,3.7,Q3 2024,16/04/2024,2e22408e3d6bc927bfe73b1d69e2cbe4839ddedbef5b46cf8eefa3081731dfbf,25/02/2024 10:06
172,Phillip,Scott,nicholas29@english-house.info,001-151-561-5490,Sales,Engineer,15/04/2017,68196.85,3526.76,EGP,1,5,1.46,Q4 2023,05/02/2024,df3b5e050234ce67ba7aedf4542924167604792d5e5ca5fd5570d6a40267b1d7,25/02/2024 21:32
173,John,Rodriguez,joneschristine@hansen.com,-1357,IT,Analyst,16/08/2019,70864.88,4423.29,USD,10,6,4.08,Q3 2024,01/06/2024,2280e572b0322ca1a2af18610d41ac0e24a4698655050f38611ea79a5d783569,05/02/2024 14:29
174,Patricia,Kelley,matthewrussell@cole-hunter.com,562-144-2327x481,HR,Manager,10/01/2021,68508.02,2799.22,EUR,4,4,3.37,Q2 2024,04/01/2024,b079fe133d90301ca2ab720cf02b2a57a7db044518c08a71b6210499c73b52fa,01/07/2024 10:15
175,John,Thompson,james69@wells-fuentes.com,037.551.5054x6444,IT,Analyst,15/02/2017,103102.74,1034.45,USD,1,13,3.12,Q2 2024,01/06/2024,a80bea5ffbe24c48e333076e91acec039f2dd321ace328692002294dde8f29af,08/04/2024 17:12
176,Kara,Osborne,joanne32@christensen.info,480.790.8033x6129,Marketing,Manager,15/02/2015,74034.53,8439.29,EUR,12,1,2.54,Q1 2024,03/07/2024,119804f6410768b23e3f72d5221dcfbe6974308a856f54f516fcf31d8dbc2cb0,08/07/2024 1:37
177,Stephanie,White,michael67@gmail.com,809-860-7858x48330,Marketing,Executive,03/06/2018,77918.03,5861.81,USD,15,2,3.82,Q4 2023,04/05/2024,656ab57578fe9da0b31d6d4e03cc538a1b0059aaa518169a808b0c3b6e68a460,12/03/2024 0:47
178,David,Shields,patriciagreene@young.com,(878)093-7182x317,IT,Engineer,07/05/2023,60920.48,2780.79,EUR,21,4,4.88,Q1 2024,22/06/2024,4b966a460eff64ff62f13b88b94a3f54421169ac6a845e6e878123fc43438a02,23/01/2024 19:17
179,Allison,Robertson,williamramos@gmail.com,661.716.3902x93817,HR,Analyst,06/11/2018,68500.27,5548.49,USD,3,7,2.83,Q4 2023,24/03/2024,f6aa5de1e2e3d245e31abfde0492819826e3c0d12b4f603ec75b9685f772e96a,13/05/2024 10:29
180,Chelsea,Smith,morgan11@gmail.com,+1-066-058-4173x051,HR,Executive,09/07/2024,92117.98,3601.98,EUR,7,6,1.51,Q1 2024,27/02/2024,e28ff00ee6cf0efd1c6f150563a8c6e2c670f0ef39fa0229680a68ae41660e94,26/01/2024 13:55
181,Christopher,Hutchinson,qmoran@gmail.com,722-400-2351,Marketing,Manager,29/03/2016,102902.78,2777.94,EGP,9,1,3.53,Q1 2024,13/01/2024,73e351ccbc8348c43a417d75d67869a439895ae47d620f06d88831a362f16b7e,07/05/2024 8:02
182,Evan,Price,christopherlynch@gonzalez.com,269.890.0661x6408,HR,Executive,08/02/2020,110424.57,5100.8,USD,9,0,1.31,Q2 2024,30/09/2024,7ee32f4055d667edc6f0a725d5b5e5c22a7bcdbea5ff2079ebc64e2e1b9fbc18,18/07/2024 14:40
183,Tanya,Pollard,toddhamilton@hotmail.com,205.813.9109x825,Sales,Manager,09/12/2014,106362.16,9957.29,EGP,28,13,2.23,Q4 2023,22/09/2024,72b63ce026c6d53058826876796f35d129ff1bc8f42cf2194099f5380ac3f86f,03/10/2024 9:54
184,Jose,Carson,singhsandy@yahoo.com,(581)257-8812x4941,Marketing,Analyst,24/05/2016,64459.24,4361.1,EUR,11,10,4.17,Q4 2023,16/09/2024,77f8b0f840502e37c1ac06514daf490f39f2e131b630d2b1e0d54b4c843da9cd,14/09/2024 3:53
185,Dennis,Olson,tburch@hotmail.com,293-225-5480x8948,HR,Manager,28/01/2023,67686.23,2888.42,EUR,22,4,4.01,Q2 2024,12/07/2024,6648a6a265ac28428a50229dcef3b6da924c745faf7c48161fcbae04ed0c8045,07/07/2024 11:31
186,Lisa,Vasquez,floreslee@cohen-soto.com,(665)898-2444,HR,Analyst,26/10/2022,82050.25,8230.1,EGP,23,5,1.51,Q2 2024,20/04/2024,c414ea5342b14acb01c4bbf63af387228c6fc11210925d7433210c9656132c32,15/07/2024 8:07
187,Gina,Brown,fieldsmichael@marshall.net,(028)034-9786,Marketing,Executive,13/10/2014,75089.41,6941.99,EGP,9,2,1.39,Q3 2024,26/01/2024,23df993694e04a9a594aa165c1f88e0305f1cb761022b82dea32b063f38acb4b,20/03/2024 1:33
188,Shannon,Hoffman,tamara02@ball.com,-7852,IT,Engineer,30/12/2020,43255.9,9392.42,USD,2,2,3.6,Q3 2024,14/04/2024,b46bfa18bdf8162d7f73bb5fa6c7dad7fa4a8fcc6a2083948a56910ecd521a6c,03/05/2024 14:05
189,Jackie,Hahn,cynthiajones@hotmail.com,(568)897-6883,Finance,Coordinator,10/07/2015,109610.57,2155.84,USD,22,8,4.85,Q2 2024,22/06/2024,887316b7d933dff063314ac3b34eac9db69f1505a38465ce6dd24719bd52fc20,03/08/2024 9:37
190,Emily,Mathis,navarrocharles@coleman.com,632.869.0711,HR,Executive,10/11/2020,111622.61,3695.8,USD,13,14,4.22,Q1 2024,06/01/2024,31ce39e42492e7f796183763d89a4c06ca3136c1af0e239bc132dd465e861984,16/06/2024 10:14
191,Julia,Brown,stevengill@hotmail.com,3922199421,Sales,Coordinator,15/11/2018,67924.52,4950.48,EGP,23,10,1.14,Q1 2024,10/03/2024,3c0291cc093b841ada419a293dac96e894f33f511cd7ab3bdbb464c02cb3de92,25/08/2024 4:08
192,Michele,Murphy,teresajones@james.info,001-982-177-3943x738,Finance,Executive,13/07/2020,102116.99,4608.35,EGP,6,12,3.54,Q2 2024,03/09/2024,bd7de5f4a8633d74eaacd922980ab700069cbbcc400b1603f24ca5c64ee62204,26/09/2024 0:52
193,Kara,Roberts,laurawilson@gmail.com,(707)636-7133,HR,Coordinator,30/03/2016,116140.85,1572.44,EUR,0,1,3.36,Q2 2024,26/06/2024,9fbfd1a338422de4bb545687b09073bcedbe15c5d1713ef01475658ae4acb5ec,14/02/2024 17:39
194,Pamela,Walker,brittney40@gmail.com,820.466.6511x70494,Sales,Coordinator,05/02/2021,57343.54,7511.58,USD,27,15,3.31,Q4 2023,05/07/2024,505414f0c5d89d81c468c17b0409d0764276c0952a5e6814af4d3a770859aaa2,18/09/2024 12:33
195,Kristina,Hutchinson,gscott@wyatt.org,5105738663,Marketing,Engineer,26/11/2023,32009.39,3067.6,USD,4,9,2.49,Q4 2023,21/02/2024,2b20d14931abb6614e42e30047881198dbeb0b7c245bfc2370ab4ff7bef5e889,08/07/2024 10:24
196,Brian,Barrett,jessicabaker@gmail.com,039.130.4767,Marketing,Analyst,25/12/2022,58243.22,6228.18,USD,7,12,1.52,Q4 2023,25/09/2024,2f0e4afd396552439bcbccea5530e36e63a546bf506ea2ba7608bf413c7fea5a,21/03/2024 3:21
197,Patricia,Brown,jerrylove@yahoo.com,001-991-721-1037x82315,Finance,Analyst,23/04/2022,53896.48,6702.82,USD,16,10,4.45,Q3 2024,17/02/2024,d86bb88fc608b4a1228dd1dc9c3c0d1da05d4487caa8594a71eacb22047eeed3,27/04/2024 16:49
198,Nicholas,Hill,dawn02@holden.net,-9045,HR,Manager,27/03/2024,57429.08,4625.16,USD,14,3,3.32,Q1 2024,28/07/2024,51144e9043e29d607e194da5c2bf9754d60ccd96ecb5174a5c58267789bbb533,24/06/2024 19:33
199,Vanessa,Allen,weaverbrian@yahoo.com,001-847-791-3750x637,Finance,Executive,03/12/2019,51187.99,1351.7,EGP,24,9,1.5,Q3 2024,27/02/2024,b3e36164677ebdea8d5d9424dea8df1f07b700739eaad9654a67bdd4d81e4bb0,28/07/2024 12:57
200,Angela,Brooks,emilyli@yahoo.com,725.044.6057,Finance,Coordinator,29/05/2021,44976.83,7728.64,EUR,0,14,3.17,Q1 2024,23/02/2024,7d80256ed5c01b000db96c4f0e817e6be2b57a8addd8501784039b7899a56368,25/07/2024 5:10
